Index,Raman_Shift,Intensity,Plastic_type
2170,1462.18,189.263,Yellow_Yarn
2171,1464.57,126.925,Yellow_Yarn
2172,1466.96,79.8876,Yellow_Yarn
2173,1469.34,47.0554,Yellow_Yarn
2174,1471.72,26.8395,Yellow_Yarn
2175,1474.11,18.8366,Yellow_Yarn
2176,1476.49,16.873,Yellow_Yarn
2177,1478.87,11.8388,Yellow_Yarn
2178,1481.25,3.24253,Yellow_Yarn
2179,1483.62,-1.20373,Yellow_Yarn
2180,1486,0.961586,Yellow_Yarn
2181,1488.38,3.08286,Yellow_Yarn
2182,1490.75,1.02774,Yellow_Yarn
2183,1493.12,-0.67899,Yellow_Yarn
2184,1495.5,1.937,Yellow_Yarn
2185,1497.87,5.07159,Yellow_Yarn
2186,1500.24,3.79552,Yellow_Yarn
2187,1502.61,-0.270174,Yellow_Yarn
2188,1504.97,-2.55456,Yellow_Yarn
2189,1507.34,-2.33921,Yellow_Yarn
2190,1509.71,-1.96691,Yellow_Yarn
2191,1512.07,-2.32142,Yellow_Yarn
2192,1514.43,-2.29561,Yellow_Yarn
2193,1516.8,-1.19163,Yellow_Yarn
2194,1519.16,0.114557,Yellow_Yarn
2195,1521.52,-0.0691814,Yellow_Yarn
2196,1523.88,-2.10558,Yellow_Yarn
2197,1526.24,-3.39656,Yellow_Yarn
2198,1528.59,-1.01845,Yellow_Yarn
2199,1530.95,3.29502,Yellow_Yarn
2200,1533.3,4.34921,Yellow_Yarn
2201,1535.66,1.18509,Yellow_Yarn
2202,1538.01,-0.864341,Yellow_Yarn
2203,1540.36,1.80817,Yellow_Yarn
2204,1542.71,5.8602,Yellow_Yarn
2205,1545.06,6.8485,Yellow_Yarn
2206,1547.41,5.39917,Yellow_Yarn
2207,1549.76,4.17282,Yellow_Yarn
2208,1552.11,3.55449,Yellow_Yarn
2209,1554.45,3.70427,Yellow_Yarn
2210,1556.8,5.88248,Yellow_Yarn
2211,1559.14,8.58078,Yellow_Yarn
2212,1561.48,7.70497,Yellow_Yarn
2213,1563.82,3.5983,Yellow_Yarn
2214,1566.16,2.02654,Yellow_Yarn
2215,1568.5,5.25661,Yellow_Yarn
2216,1570.84,8.56702,Yellow_Yarn
2217,1573.18,8.62639,Yellow_Yarn
2218,1575.51,8.37967,Yellow_Yarn
2219,1577.85,10.2819,Yellow_Yarn
2220,1580.18,11.8568,Yellow_Yarn
2221,1582.51,11.5744,Yellow_Yarn
2222,1584.84,12.0974,Yellow_Yarn
2223,1587.17,14.2716,Yellow_Yarn
2224,1589.5,14.8354,Yellow_Yarn
2225,1591.83,12.8908,Yellow_Yarn
2226,1594.16,11.4321,Yellow_Yarn
2227,1596.48,10.5879,Yellow_Yarn
2228,1598.81,7.62126,Yellow_Yarn
2229,1601.13,4.90673,Yellow_Yarn
2230,1603.46,7.92373,Yellow_Yarn
2231,1605.78,13.6799,Yellow_Yarn
2232,1608.1,12.5823,Yellow_Yarn
2233,1610.42,4.41564,Yellow_Yarn
2234,1612.74,-0.0512705,Yellow_Yarn
2235,1615.06,2.89101,Yellow_Yarn
2236,1617.37,3.76447,Yellow_Yarn
2237,1619.69,-2.56076,Yellow_Yarn
2238,1622,-6.9444,Yellow_Yarn
2239,1624.32,-1.71408,Yellow_Yarn
2240,1626.63,5.93287,Yellow_Yarn
2241,1628.94,5.85375,Yellow_Yarn
2242,1631.25,0.19663,Yellow_Yarn
2243,1633.56,-2.92536,Yellow_Yarn
2244,1635.87,-2.45986,Yellow_Yarn
2245,1638.17,-1.73336,Yellow_Yarn
2246,1640.48,-0.0200803,Yellow_Yarn
2247,1642.78,4.07126,Yellow_Yarn
2248,1645.09,6.50674,Yellow_Yarn
2249,1647.39,3.36486,Yellow_Yarn
2250,1649.69,-1.90669,Yellow_Yarn
2251,1652,-3.3908,Yellow_Yarn
2252,1654.29,-0.922005,Yellow_Yarn
2253,1656.59,1.72548,Yellow_Yarn
2254,1658.89,2.75231,Yellow_Yarn
2255,1661.19,2.20238,Yellow_Yarn
2256,1663.48,0.0808548,Yellow_Yarn
2257,1665.78,-1.98758,Yellow_Yarn
2258,1668.07,-1.33237,Yellow_Yarn
2259,1670.36,1.20162,Yellow_Yarn
2260,1672.66,1.71231,Yellow_Yarn
2261,1674.95,-0.395223,Yellow_Yarn
2262,1677.24,-1.66137,Yellow_Yarn
2263,1679.52,-0.963173,Yellow_Yarn
2264,1681.81,-0.712398,Yellow_Yarn
2265,1684.1,-1.0481,Yellow_Yarn
2266,1686.38,0.627515,Yellow_Yarn
2267,1688.67,3.60554,Yellow_Yarn
2268,1690.95,4.1409,Yellow_Yarn
2269,1693.23,2.3558,Yellow_Yarn
2270,1695.51,1.86043,Yellow_Yarn
2271,1697.79,2.28695,Yellow_Yarn
2272,1700.07,0.137281,Yellow_Yarn
2273,1702.35,-2.49083,Yellow_Yarn
2274,1704.63,0.857376,Yellow_Yarn
2275,1706.9,9.12713,Yellow_Yarn
2276,1709.18,12.3483,Yellow_Yarn
2277,1711.45,5.7724,Yellow_Yarn
2278,1713.72,-2.63885,Yellow_Yarn
2279,1716,-3.52525,Yellow_Yarn
2280,1718.27,1.6888,Yellow_Yarn
2281,1720.54,5.17574,Yellow_Yarn
2282,1722.81,4.38628,Yellow_Yarn
2283,1725.07,3.8262,Yellow_Yarn
2284,1727.34,7.56981,Yellow_Yarn
2285,1729.61,14.395,Yellow_Yarn
2286,1731.87,19.9843,Yellow_Yarn
2287,1734.13,21.7906,Yellow_Yarn
2288,1736.4,21.4439,Yellow_Yarn
2289,1738.66,22.3458,Yellow_Yarn
2290,1740.92,24.8398,Yellow_Yarn
2291,1743.18,25.4195,Yellow_Yarn
2292,1745.44,21.7896,Yellow_Yarn
2293,1747.69,16.3695,Yellow_Yarn
2294,1749.95,12.7626,Yellow_Yarn
2295,1752.21,11.0259,Yellow_Yarn
2296,1754.46,8.8364,Yellow_Yarn
2297,1756.71,5.33821,Yellow_Yarn
2298,1758.97,1.557,Yellow_Yarn
2299,1761.22,-1.21686,Yellow_Yarn
2300,1763.47,-1.85576,Yellow_Yarn
2301,1765.72,-0.346425,Yellow_Yarn
2302,1767.96,0.799352,Yellow_Yarn
2303,1770.21,-0.847045,Yellow_Yarn
2304,1772.46,-2.97907,Yellow_Yarn
2305,1774.7,-0.770352,Yellow_Yarn
2306,1776.95,5.14024,Yellow_Yarn
2307,1779.19,7.99123,Yellow_Yarn
2308,1781.43,4.35213,Yellow_Yarn
2309,1783.67,-0.899871,Yellow_Yarn
2310,1785.91,-1.91502,Yellow_Yarn
2311,1788.15,0.607772,Yellow_Yarn
2312,1790.39,2.50135,Yellow_Yarn
2313,1792.63,2.40592,Yellow_Yarn
2314,1794.86,1.44216,Yellow_Yarn
2315,1797.1,0.152058,Yellow_Yarn
2316,1799.33,-0.994721,Yellow_Yarn
2317,1801.57,-0.845305,Yellow_Yarn
2318,1803.8,0.330157,Yellow_Yarn
2319,1806.03,0.627671,Yellow_Yarn
2320,1808.26,-0.237975,Yellow_Yarn
2321,1810.49,-0.590236,Yellow_Yarn
2322,1812.72,-0.429248,Yellow_Yarn
2323,1814.94,-1.52565,Yellow_Yarn
2324,1817.17,-3.2119,Yellow_Yarn
2325,1819.4,-2.54189,Yellow_Yarn
2326,1821.62,0.459538,Yellow_Yarn
2327,1823.84,2.39756,Yellow_Yarn
2328,1826.06,2.3212,Yellow_Yarn
2329,1828.29,2.95728,Yellow_Yarn
2330,1830.51,4.99167,Yellow_Yarn
2331,1832.72,5.47939,Yellow_Yarn
2332,1834.94,3.71619,Yellow_Yarn
2333,1837.16,3.30985,Yellow_Yarn
2334,1839.38,5.80134,Yellow_Yarn
2335,1841.59,7.01493,Yellow_Yarn
2336,1843.8,3.04517,Yellow_Yarn
2337,1846.02,-3.6323,Yellow_Yarn
2338,1848.23,-7.14256,Yellow_Yarn
2339,1850.44,-5.02417,Yellow_Yarn
2340,1852.65,0.0926502,Yellow_Yarn
2341,1854.86,3.79444,Yellow_Yarn
2342,1857.07,3.4775,Yellow_Yarn
2343,1859.27,0.185511,Yellow_Yarn
2344,1861.48,-2.38239,Yellow_Yarn
2345,1863.69,-1.82286,Yellow_Yarn
2346,1865.89,0.350658,Yellow_Yarn
2347,1868.09,1.31045,Yellow_Yarn
2348,1870.29,0.773038,Yellow_Yarn
2349,1872.5,0.214204,Yellow_Yarn
2350,1874.7,-0.10741,Yellow_Yarn
2351,1876.9,-0.676519,Yellow_Yarn
2352,1879.09,-0.789021,Yellow_Yarn
2353,1881.29,0.110825,Yellow_Yarn
2354,1883.49,0.648977,Yellow_Yarn
2355,1885.68,-0.216778,Yellow_Yarn
2356,1887.88,-0.918814,Yellow_Yarn
2357,1890.07,-0.0795725,Yellow_Yarn
2358,1892.26,0.497146,Yellow_Yarn
2359,1894.45,-1.12234,Yellow_Yarn
2360,1896.64,-2.99781,Yellow_Yarn
2361,1898.83,-1.96907,Yellow_Yarn
2362,1901.02,1.31969,Yellow_Yarn
2363,1903.21,3.55392,Yellow_Yarn
2364,1905.39,3.48464,Yellow_Yarn
2365,1907.58,2.26933,Yellow_Yarn
2366,1909.76,0.548911,Yellow_Yarn
2367,1911.95,-1.55794,Yellow_Yarn
2368,1914.13,-2.81418,Yellow_Yarn
2369,1916.31,-2.23518,Yellow_Yarn
2370,1918.49,-0.967782,Yellow_Yarn
2371,1920.67,-0.322388,Yellow_Yarn
2372,1922.85,0.520282,Yellow_Yarn
2373,1925.03,2.41329,Yellow_Yarn
2374,1927.2,3.75055,Yellow_Yarn
2375,1929.38,2.81932,Yellow_Yarn
2376,1931.55,0.961659,Yellow_Yarn
2377,1933.73,0.627533,Yellow_Yarn
2378,1935.9,1.64278,Yellow_Yarn
2379,1938.07,1.89301,Yellow_Yarn
2380,1940.24,0.585805,Yellow_Yarn
2381,1942.41,-1.09432,Yellow_Yarn
2382,1944.58,-1.43126,Yellow_Yarn
2383,1946.75,0.839535,Yellow_Yarn
2384,1948.91,5.15742,Yellow_Yarn
2385,1951.08,8.04177,Yellow_Yarn
2386,1953.24,6.20508,Yellow_Yarn
2387,1955.41,1.69355,Yellow_Yarn
2388,1957.57,0.303227,Yellow_Yarn
2389,1959.73,3.46128,Yellow_Yarn
2390,1961.89,6.02027,Yellow_Yarn
2391,1964.05,4.35484,Yellow_Yarn
2392,1966.21,1.68846,Yellow_Yarn
2393,1968.37,1.74203,Yellow_Yarn
2394,1970.53,2.07565,Yellow_Yarn
2395,1972.68,-0.897907,Yellow_Yarn
2396,1974.84,-4.32628,Yellow_Yarn
2397,1976.99,-3.0468,Yellow_Yarn
2398,1979.15,1.14029,Yellow_Yarn
2399,1981.3,1.6452,Yellow_Yarn
2400,1983.45,-2.14059,Yellow_Yarn
2401,1985.6,-3.59924,Yellow_Yarn
2402,1987.75,0.512536,Yellow_Yarn
2403,1989.9,5.03292,Yellow_Yarn
2404,1992.04,4.55352,Yellow_Yarn
2405,1994.19,0.851407,Yellow_Yarn
2406,1996.34,-1.28971,Yellow_Yarn
2407,1998.48,-0.920733,Yellow_Yarn
2408,2000.62,0.315688,Yellow_Yarn
2409,2002.77,2.14193,Yellow_Yarn
2410,2004.91,3.96077,Yellow_Yarn
2411,2007.05,2.82945,Yellow_Yarn
2412,2009.19,-1.867,Yellow_Yarn
2413,2011.33,-4.80902,Yellow_Yarn
2414,2013.47,-1.57102,Yellow_Yarn
2415,2015.6,3.40237,Yellow_Yarn
2416,2017.74,2.3051,Yellow_Yarn
2417,2019.87,-4.08179,Yellow_Yarn
2418,2022.01,-7.50571,Yellow_Yarn
2419,2024.14,-5.06478,Yellow_Yarn
2420,2026.27,-2.61026,Yellow_Yarn
2421,2028.4,-3.8048,Yellow_Yarn
2422,2030.53,-4.3335,Yellow_Yarn
2423,2032.66,-0.72135,Yellow_Yarn
2424,2034.79,2.75304,Yellow_Yarn
2425,2036.92,1.13668,Yellow_Yarn
2426,2039.04,-3.40513,Yellow_Yarn
2427,2041.17,-6.26181,Yellow_Yarn
2428,2043.29,-7.34768,Yellow_Yarn
2429,2045.42,-7.99057,Yellow_Yarn
2430,2047.54,-6.36699,Yellow_Yarn
2431,2049.66,-2.11867,Yellow_Yarn
2432,2051.78,-0.270295,Yellow_Yarn
2433,2053.9,-3.77869,Yellow_Yarn
2434,2056.02,-7.07641,Yellow_Yarn
2435,2058.14,-4.4389,Yellow_Yarn
2436,2060.26,-0.067276,Yellow_Yarn
2437,2062.37,-1.36711,Yellow_Yarn
2438,2064.49,-6.31469,Yellow_Yarn
2439,2066.6,-7.21243,Yellow_Yarn
2440,2068.71,-4.09044,Yellow_Yarn
2441,2070.83,-3.70445,Yellow_Yarn
2442,2072.94,-6.48212,Yellow_Yarn
2443,2075.05,-5.71082,Yellow_Yarn
2444,2077.16,-0.500201,Yellow_Yarn
2445,2079.26,1.53276,Yellow_Yarn
2446,2081.37,-2.64575,Yellow_Yarn
2447,2083.48,-5.93224,Yellow_Yarn
2448,2085.58,-3.19805,Yellow_Yarn
2449,2087.69,0.0258871,Yellow_Yarn
2450,2089.79,-2.79947,Yellow_Yarn
2451,2091.9,-7.96013,Yellow_Yarn
2452,2094,-7.30298,Yellow_Yarn
2453,2096.1,-0.91634,Yellow_Yarn
2454,2098.2,3.36325,Yellow_Yarn
2455,2100.3,1.24122,Yellow_Yarn
2456,2102.4,-3.47858,Yellow_Yarn
2457,2104.49,-5.43351,Yellow_Yarn
2458,2106.59,-3.9903,Yellow_Yarn
2459,2108.68,-2.12755,Yellow_Yarn
2460,2110.78,-2.26559,Yellow_Yarn
2461,2112.87,-4.50137,Yellow_Yarn
2462,2114.96,-7.24633,Yellow_Yarn
2463,2117.06,-8.52671,Yellow_Yarn
2464,2119.15,-7.44049,Yellow_Yarn
2465,2121.24,-5.10206,Yellow_Yarn
2466,2123.32,-3.95188,Yellow_Yarn
2467,2125.41,-5.57941,Yellow_Yarn
2468,2127.5,-8.91401,Yellow_Yarn
2469,2129.58,-10.8366,Yellow_Yarn
2470,2131.67,-9.24367,Yellow_Yarn
2471,2133.75,-5.54402,Yellow_Yarn
2472,2135.84,-3.31997,Yellow_Yarn
2473,2137.92,-4.32459,Yellow_Yarn
2474,2140,-6.75839,Yellow_Yarn
2475,2142.08,-7.85871,Yellow_Yarn
2476,2144.16,-7.06007,Yellow_Yarn
2477,2146.24,-5.81511,Yellow_Yarn
2478,2148.32,-5.1455,Yellow_Yarn
2479,2150.39,-4.42565,Yellow_Yarn
2480,2152.47,-2.57384,Yellow_Yarn
2481,2154.54,-0.0282103,Yellow_Yarn
2482,2156.62,0.928203,Yellow_Yarn
2483,2158.69,-1.32075,Yellow_Yarn
2484,2160.76,-4.79967,Yellow_Yarn
2485,2162.83,-5.31534,Yellow_Yarn
2486,2164.9,-1.97005,Yellow_Yarn
2487,2166.97,0.703472,Yellow_Yarn
2488,2169.04,-1.53138,Yellow_Yarn
2489,2171.11,-6.45208,Yellow_Yarn
2490,2173.18,-8.24946,Yellow_Yarn
2491,2175.24,-5.60609,Yellow_Yarn
2492,2177.31,-2.94567,Yellow_Yarn
2493,2179.37,-3.39371,Yellow_Yarn
2494,2181.43,-4.43416,Yellow_Yarn
2495,2183.5,-2.09089,Yellow_Yarn
2496,2185.56,3.54183,Yellow_Yarn
2497,2187.62,8.98158,Yellow_Yarn
2498,2189.68,11.784,Yellow_Yarn
2499,2191.73,12.452,Yellow_Yarn
2500,2193.79,12.7047,Yellow_Yarn
2501,2195.85,13.037,Yellow_Yarn
2502,2197.9,12.0356,Yellow_Yarn
2503,2199.96,8.23758,Yellow_Yarn
2504,102.528,59.4877,Purple_Yarn
2505,105.558,107.683,Purple_Yarn
2506,108.585,129.173,Purple_Yarn
2507,111.611,123.224,Purple_Yarn
2508,114.636,113.626,Purple_Yarn
2509,117.66,122.606,Purple_Yarn
2510,120.681,146.887,Purple_Yarn
2511,123.702,160.887,Purple_Yarn
2512,126.721,142.882,Purple_Yarn
2513,129.737,96.4887,Purple_Yarn
2514,132.753,46.7027,Purple_Yarn
2515,135.768,17.3389,Purple_Yarn
2516,138.781,13.9425,Purple_Yarn
2517,141.792,26.3699,Purple_Yarn
2518,144.802,42.7796,Purple_Yarn
2519,147.811,57.7664,Purple_Yarn
2520,150.818,69.0514,Purple_Yarn
2521,153.824,72.2477,Purple_Yarn
2522,156.828,63.3247,Purple_Yarn
2523,159.831,45.6305,Purple_Yarn
2524,162.832,30.5266,Purple_Yarn
2525,165.832,28.0354,Purple_Yarn
2526,168.83,36.8725,Purple_Yarn
2527,171.827,45.3189,Purple_Yarn
2528,174.822,42.733,Purple_Yarn
2529,177.816,29.7579,Purple_Yarn
2530,180.809,16.9195,Purple_Yarn
2531,183.8,13.9146,Purple_Yarn
2532,186.79,21.0554,Purple_Yarn
2533,189.778,30.563,Purple_Yarn
2534,192.764,34.823,Purple_Yarn
2535,195.75,33.6661,Purple_Yarn
2536,198.734,31.2468,Purple_Yarn
2537,201.716,31.0216,Purple_Yarn
2538,204.697,32.4754,Purple_Yarn
2539,207.676,32.9599,Purple_Yarn
2540,210.654,31.7054,Purple_Yarn
2541,213.631,31.3265,Purple_Yarn
2542,216.606,35.1997,Purple_Yarn
2543,219.579,43.4293,Purple_Yarn
2544,222.552,51.7986,Purple_Yarn
2545,225.523,55.6683,Purple_Yarn
2546,228.492,55.969,Purple_Yarn
2547,231.46,61.3081,Purple_Yarn
2548,234.427,82.4803,Purple_Yarn
2549,237.391,122.726,Purple_Yarn
2550,240.355,172.759,Purple_Yarn
2551,243.317,217.055,Purple_Yarn
2552,246.278,247.579,Purple_Yarn
2553,249.237,272.49,Purple_Yarn
2554,252.195,310.235,Purple_Yarn
2555,255.151,372.709,Purple_Yarn
2556,258.107,452.109,Purple_Yarn
2557,261.06,523.353,Purple_Yarn
2558,264.012,559.743,Purple_Yarn
2559,266.963,548.335,Purple_Yarn
2560,269.913,493.891,Purple_Yarn
2561,272.86,412.25,Purple_Yarn
2562,275.806,322.009,Purple_Yarn
2563,278.752,240.367,Purple_Yarn
2564,281.695,181.17,Purple_Yarn
2565,284.637,151.328,Purple_Yarn
2566,287.579,147.104,Purple_Yarn
2567,290.518,155.758,Purple_Yarn
2568,293.456,163.882,Purple_Yarn
2569,296.392,165.891,Purple_Yarn
2570,299.327,164.809,Purple_Yarn
2571,302.261,165.183,Purple_Yarn
2572,305.193,166.175,Purple_Yarn
2573,308.124,162.027,Purple_Yarn
2574,311.053,148.475,Purple_Yarn
2575,313.981,127.529,Purple_Yarn
2576,316.908,105.966,Purple_Yarn
2577,319.833,90.2671,Purple_Yarn
2578,322.756,83.4852,Purple_Yarn
2579,325.679,85.4687,Purple_Yarn
2580,328.6,93.6531,Purple_Yarn
2581,331.52,102.863,Purple_Yarn
2582,334.438,106.422,Purple_Yarn
2583,337.355,100.506,Purple_Yarn
2584,340.269,88.5495,Purple_Yarn
2585,343.184,79.8432,Purple_Yarn
2586,346.096,81.6147,Purple_Yarn
2587,349.007,91.8095,Purple_Yarn
2588,351.917,100.542,Purple_Yarn
2589,354.826,99.4105,Purple_Yarn
2590,357.732,89.1349,Purple_Yarn
2591,360.637,77.7069,Purple_Yarn
2592,363.541,71.8214,Purple_Yarn
2593,366.445,71.4665,Purple_Yarn
2594,369.346,72.9649,Purple_Yarn
2595,372.245,75.3261,Purple_Yarn
2596,375.144,81.305,Purple_Yarn
2597,378.041,92.0475,Purple_Yarn
2598,380.937,102.971,Purple_Yarn
2599,383.831,107.32,Purple_Yarn
2600,386.724,103.945,Purple_Yarn
2601,389.615,99.6747,Purple_Yarn
2602,392.506,102.339,Purple_Yarn
2603,395.395,111.728,Purple_Yarn
2604,398.281,119.038,Purple_Yarn
2605,401.167,116.215,Purple_Yarn
2606,404.052,105.308,Purple_Yarn
2607,406.936,97.4654,Purple_Yarn
2608,409.817,102.147,Purple_Yarn
2609,412.698,117.574,Purple_Yarn
2610,415.576,132.024,Purple_Yarn
2611,418.455,134.424,Purple_Yarn
2612,421.33,123.831,Purple_Yarn
2613,424.206,109.35,Purple_Yarn
2614,427.079,101.684,Purple_Yarn
2615,429.951,104.614,Purple_Yarn
2616,432.822,113.297,Purple_Yarn
2617,435.691,119.388,Purple_Yarn
2618,438.559,117.646,Purple_Yarn
2619,441.426,108.85,Purple_Yarn
2620,444.291,97.7646,Purple_Yarn
2621,447.155,88.6926,Purple_Yarn
2622,450.017,82.3115,Purple_Yarn
2623,452.878,75.9781,Purple_Yarn
2624,455.738,66.8039,Purple_Yarn
2625,458.597,54.6842,Purple_Yarn
2626,461.454,42.7241,Purple_Yarn
2627,464.31,34.9772,Purple_Yarn
2628,467.163,33.8054,Purple_Yarn
2629,470.016,39.0747,Purple_Yarn
2630,472.868,49.1237,Purple_Yarn
2631,475.718,61.7584,Purple_Yarn
2632,478.567,74.3953,Purple_Yarn
2633,481.415,84.3982,Purple_Yarn
2634,484.26,90.6545,Purple_Yarn
2635,487.105,95.1993,Purple_Yarn
2636,489.949,102.427,Purple_Yarn
2637,492.79,115.612,Purple_Yarn
2638,495.631,133.988,Purple_Yarn
2639,498.471,153.804,Purple_Yarn
2640,501.308,172.522,Purple_Yarn
2641,504.145,191.377,Purple_Yarn
2642,506.98,213.01,Purple_Yarn
2643,509.813,236.788,Purple_Yarn
2644,512.646,257.67,Purple_Yarn
2645,515.477,270.735,Purple_Yarn
2646,518.307,276.635,Purple_Yarn
2647,521.135,281.455,Purple_Yarn
2648,523.963,290.334,Purple_Yarn
2649,526.789,301.264,Purple_Yarn
2650,529.612,305.578,Purple_Yarn
2651,532.435,294.702,Purple_Yarn
2652,535.258,266.589,Purple_Yarn
2653,538.077,226.505,Purple_Yarn
2654,540.897,183.071,Purple_Yarn
2655,543.714,144.198,Purple_Yarn
2656,546.531,115.258,Purple_Yarn
2657,549.345,98.149,Purple_Yarn
2658,552.158,90.0351,Purple_Yarn
2659,554.971,83.6926,Purple_Yarn
2660,557.782,71.7726,Purple_Yarn
2661,560.591,52.8433,Purple_Yarn
2662,563.399,33.2619,Purple_Yarn
2663,566.206,21.784,Purple_Yarn
2664,569.012,21.4755,Purple_Yarn
2665,571.816,27.1298,Purple_Yarn
2666,574.619,30.912,Purple_Yarn
2667,577.42,29.9832,Purple_Yarn
2668,580.221,27.7746,Purple_Yarn
2669,583.02,28.0763,Purple_Yarn
2670,585.817,29.4809,Purple_Yarn
2671,588.613,27.0331,Purple_Yarn
2672,591.408,18.9794,Purple_Yarn
2673,594.201,10.0767,Purple_Yarn
2674,596.994,9.45227,Purple_Yarn
2675,599.784,14.7498,Purple_Yarn
2676,602.574,18.9886,Purple_Yarn
2677,605.362,15.557,Purple_Yarn
2678,608.149,6.12781,Purple_Yarn
2679,610.935,0,Purple_Yarn
2680,613.719,6.78242,Purple_Yarn
2681,616.502,22.1486,Purple_Yarn
2682,619.283,36.16,Purple_Yarn
2683,622.063,40.1942,Purple_Yarn
2684,624.842,34.6138,Purple_Yarn
2685,627.62,27.5947,Purple_Yarn
2686,630.396,26.86,Purple_Yarn
2687,633.171,32.6871,Purple_Yarn
2688,635.944,38.5339,Purple_Yarn
2689,638.717,37.9586,Purple_Yarn
2690,641.488,30.9903,Purple_Yarn
2691,644.257,24.2904,Purple_Yarn
2692,647.026,25.2849,Purple_Yarn
2693,649.792,35.4782,Purple_Yarn
2694,652.559,48.5941,Purple_Yarn
2695,655.323,55.1951,Purple_Yarn
2696,658.086,50.195,Purple_Yarn
2697,660.848,37.1302,Purple_Yarn
2698,663.608,25.4154,Purple_Yarn
2699,666.367,22.6431,Purple_Yarn
2700,669.125,28.5254,Purple_Yarn
2701,671.881,35.8854,Purple_Yarn
2702,674.637,37.6663,Purple_Yarn
2703,677.391,33.1694,Purple_Yarn
2704,680.143,27.583,Purple_Yarn
2705,682.895,25.7626,Purple_Yarn
2706,685.645,27.0995,Purple_Yarn
2707,688.393,26.8566,Purple_Yarn
2708,691.141,22.0998,Purple_Yarn
2709,693.887,15.3274,Purple_Yarn
2710,696.631,11.6884,Purple_Yarn
2711,699.375,13.1109,Purple_Yarn
2712,702.117,17.0493,Purple_Yarn
2713,704.858,18.0084,Purple_Yarn
2714,707.598,15.8741,Purple_Yarn
2715,710.336,14.8592,Purple_Yarn
2716,713.073,17.9176,Purple_Yarn
2717,715.808,22.0339,Purple_Yarn
2718,718.542,20.4487,Purple_Yarn
2719,721.276,13.9597,Purple_Yarn
2720,724.007,5.72119,Purple_Yarn
2721,726.738,5.29031,Purple_Yarn
2722,729.467,18.0124,Purple_Yarn
2723,732.195,39.7063,Purple_Yarn
2724,734.921,60.1246,Purple_Yarn
2725,737.647,71.7756,Purple_Yarn
2726,740.371,75.5305,Purple_Yarn
2727,743.094,78.1279,Purple_Yarn
2728,745.816,84.9809,Purple_Yarn
2729,748.535,95.7916,Purple_Yarn
2730,751.254,106.577,Purple_Yarn
2731,753.971,114.652,Purple_Yarn
2732,756.688,120.687,Purple_Yarn
2733,759.403,126.215,Purple_Yarn
2734,762.117,130.551,Purple_Yarn
2735,764.829,131.418,Purple_Yarn
2736,767.54,128.657,Purple_Yarn
2737,770.25,126.24,Purple_Yarn
2738,772.959,129.511,Purple_Yarn
2739,775.666,140.149,Purple_Yarn
2740,778.372,154.249,Purple_Yarn
2741,781.077,165.655,Purple_Yarn
2742,783.78,170.965,Purple_Yarn
2743,786.483,171.116,Purple_Yarn
2744,789.183,168.709,Purple_Yarn
2745,791.883,165.001,Purple_Yarn
2746,794.582,160.132,Purple_Yarn
2747,797.278,155.415,Purple_Yarn
2748,799.974,153.617,Purple_Yarn
2749,802.669,155.939,Purple_Yarn
2750,805.363,159.335,Purple_Yarn
2751,808.055,158.329,Purple_Yarn
2752,810.745,150.348,Purple_Yarn
2753,813.434,138.91,Purple_Yarn
2754,816.122,130.873,Purple_Yarn
2755,818.81,130.515,Purple_Yarn
2756,821.495,136.78,Purple_Yarn
2757,824.179,146.018,Purple_Yarn
2758,826.863,156.049,Purple_Yarn
2759,829.544,166.359,Purple_Yarn
2760,832.225,174.945,Purple_Yarn
2761,834.904,177.262,Purple_Yarn
2762,837.582,170.075,Purple_Yarn
2763,840.259,155.885,Purple_Yarn
2764,842.935,141.583,Purple_Yarn
2765,845.609,131.547,Purple_Yarn
2766,848.282,123.056,Purple_Yarn
2767,850.954,110.268,Purple_Yarn
2768,853.624,92.927,Purple_Yarn
2769,856.293,79.2689,Purple_Yarn
2770,858.962,78.3293,Purple_Yarn
2771,861.629,89.3883,Purple_Yarn
2772,864.294,100.764,Purple_Yarn
2773,866.958,100.397,Purple_Yarn
2774,869.621,87.2836,Purple_Yarn
2775,872.283,71.3969,Purple_Yarn
2776,874.943,62.4833,Purple_Yarn
2777,877.602,60.3819,Purple_Yarn
2778,880.26,57.2935,Purple_Yarn
2779,882.917,48.4226,Purple_Yarn
2780,885.573,38.1388,Purple_Yarn
2781,888.227,34.7606,Purple_Yarn
2782,890.879,40.6553,Purple_Yarn
2783,893.531,49.396,Purple_Yarn
2784,896.182,52.8465,Purple_Yarn
2785,898.831,49.4897,Purple_Yarn
2786,901.479,44.7051,Purple_Yarn
2787,904.126,43.819,Purple_Yarn
2788,906.771,46.7703,Purple_Yarn
2789,909.415,49.9799,Purple_Yarn
2790,912.058,51.6743,Purple_Yarn
2791,914.7,53.4637,Purple_Yarn
2792,917.341,56.9242,Purple_Yarn
2793,919.98,60.7078,Purple_Yarn
2794,922.618,62.4439,Purple_Yarn
2795,925.255,62.6279,Purple_Yarn
2796,927.89,64.6223,Purple_Yarn
2797,930.524,70.033,Purple_Yarn
2798,933.157,75.2308,Purple_Yarn
2799,935.789,73.9483,Purple_Yarn
2800,938.419,63.5492,Purple_Yarn
2801,941.049,48.0111,Purple_Yarn
2802,943.677,34.5222,Purple_Yarn
